Date,AAPL,MSFT,TSLA,GOOG,SPY
2017-01-03,29.037500381469727,62.58000183105469,14.465999603271484,39.30699920654297,225.24000549316406
2017-01-04,29.0049991607666,62.29999923706055,15.13266658782959,39.345001220703125,226.5800018310547
2017-01-05,29.15250015258789,62.29999923706055,15.116666793823242,39.70100021362305,226.39999389648438
2017-01-06,29.477500915527344,62.84000015258789,15.267333030700684,40.307498931884766,227.2100067138672
2017-01-09,29.747499465942383,62.63999938964844,15.41866683959961,40.33250045776367,226.4600067138672
2017-01-10,29.77750015258789,62.619998931884766,15.324666976928711,40.239498138427734,226.4600067138672
2017-01-11,29.9375,63.189998626708984,15.315333366394043,40.39550018310547,227.10000610351562
2017-01-12,29.8125,62.61000061035156,15.305999755859375,40.31800079345703,226.52999877929688
2017-01-13,29.760000228881836,62.70000076293945,15.850000381469727,40.39400100708008,227.0500030517578
2017-01-17,30.0,62.529998779296875,15.70533275604248,40.230499267578125,226.25
2017-01-18,29.997499465942383,62.5,15.890666961669922,40.30350112915039,226.75
2017-01-19,29.94499969482422,62.29999923706055,16.250667572021484,40.10874938964844,225.91000366210938
2017-01-20,30.0,62.7400016784668,16.315332412719727,40.250999450683594,226.74000549316406
2017-01-23,30.020000457763672,62.959999084472656,16.594667434692383,40.96549987792969,226.14999389648438
2017-01-24,29.99250030517578,63.52000045776367,16.974000930786133,41.19350051879883,227.60000610351562
2017-01-25,30.469999313354492,63.68000030517578,16.96466636657715,41.78350067138672,229.57000732421875
2017-01-26,30.485000610351562,64.2699966430664,16.833999633789062,41.60749816894531,229.3300018310547
2017-01-27,30.487499237060547,65.77999877929688,16.863332748413086,41.16550064086914,228.97000122070312
2017-01-30,30.407499313354492,65.12999725341797,16.708667755126953,40.11600112915039,227.5500030517578
2017-01-31,30.337499618530273,64.6500015258789,16.795333862304688,39.839500427246094,227.52999877929688
2017-02-01,32.1875,63.58000183105469,16.615999221801758,39.784751892089844,227.6199951171875
2017-02-02,32.13249969482422,63.16999816894531,16.770000457763672,39.92649841308594,227.77000427246094
2017-02-03,32.27000045776367,63.68000030517578,16.755332946777344,40.074501037597656,229.33999633789062
2017-02-06,32.5724983215332,63.63999938964844,17.184667587280273,40.06700134277344,228.92999267578125
2017-02-07,32.88249969482422,63.43000030517578,17.165332794189453,40.3484992980957,228.94000244140625
2017-02-08,33.0099983215332,63.34000015258789,17.472000122070312,40.41899871826172,229.24000549316406
2017-02-09,33.10499954223633,64.05999755859375,17.946666717529297,40.47800064086914,230.60000610351562
2017-02-10,33.029998779296875,64.0,17.948667526245117,40.68349838256836,231.50999450683594
2017-02-13,33.3224983215332,64.72000122070312,18.706666946411133,40.96200180053711,232.77000427246094
2017-02-14,33.755001068115234,64.56999969482422,18.73200035095215,41.022499084472656,233.6999969482422
2017-02-15,33.877498626708984,64.52999877929688,18.650667190551758,40.94900131225586,234.9199981689453
2017-02-16,33.837501525878906,64.5199966430664,17.93000030517578,41.20800018310547,234.72000122070312
2017-02-17,33.93000030517578,64.62000274658203,18.148666381835938,41.403499603271484,235.08999633789062
2017-02-21,34.17499923706055,64.48999786376953,18.492666244506836,41.58300018310547,236.49000549316406
2017-02-22,34.27750015258789,64.36000061035156,18.233999252319336,41.53799819946289,236.27999877929688
2017-02-23,34.13249969482422,64.62000274658203,17.06599998474121,41.56650161743164,236.44000244140625
2017-02-24,34.165000915527344,64.62000274658203,17.133333206176758,41.43199920654297,236.74000549316406
2017-02-27,34.23249816894531,64.2300033569336,16.415332794189453,41.4640007019043,237.11000061035156
2017-02-28,34.247501373291016,63.97999954223633,16.666000366210938,41.160499572753906,236.47000122070312
2017-03-01,34.9474983215332,64.94000244140625,16.667999267578125,41.762001037597656,239.77999877929688
2017-03-02,34.7400016784668,64.01000213623047,16.698667526245117,41.53150177001953,238.27000427246094
2017-03-03,34.94499969482422,64.25,16.771333694458008,41.45399856567383,238.4199981689453
2017-03-06,34.834999084472656,64.2699966430664,16.747333526611328,41.388999938964844,237.7100067138672
2017-03-07,34.880001068115234,64.4000015258789,16.57266616821289,41.59550094604492,237.0
2017-03-08,34.75,64.98999786376953,16.45800018310547,41.76850128173828,236.55999755859375
2017-03-09,34.66999816894531,64.7300033569336,16.32666778564453,41.933998107910156,236.86000061035156
2017-03-10,34.78499984741211,64.93000030517578,16.246000289916992,42.162498474121094,237.69000244140625
2017-03-13,34.79999923706055,64.70999908447266,16.411333084106445,42.277000427246094,237.80999755859375
2017-03-14,34.747501373291016,64.41000366210938,17.200000762939453,42.28099822998047,236.89999389648438
2017-03-15,35.1150016784668,64.75,17.048667907714844,42.36000061035156,238.9499969482422
2017-03-16,35.17250061035156,64.63999938964844,17.469999313354492,42.43899917602539,238.47999572753906
2017-03-17,34.997501373291016,64.87000274658203,17.433332443237305,42.60599899291992,237.02999877929688
2017-03-20,35.3650016784668,64.93000030517578,17.461332321166992,42.41999816894531,236.77000427246094
2017-03-21,34.959999084472656,64.20999908447266,16.711999893188477,41.52299880981445,233.72999572753906
2017-03-22,35.35499954223633,65.02999877929688,17.000667572021484,41.47949981689453,234.27999877929688
2017-03-23,35.22999954223633,64.87000274658203,16.985332489013672,40.87900161743164,234.02999877929688
2017-03-24,35.15999984741211,64.9800033569336,17.54400062561035,40.721500396728516,233.86000061035156
2017-03-27,35.220001220703125,65.0999984741211,18.014667510986328,40.97549819946289,233.6199951171875
2017-03-28,35.95000076293945,65.29000091552734,18.496667861938477,41.04600143432617,235.32000732421875
2017-03-29,36.029998779296875,65.47000122070312,18.492000579833984,41.570499420166016,235.5399932861328
2017-03-30,35.98249816894531,65.70999908447266,18.527999877929688,41.57500076293945,236.2899932861328
2017-03-31,35.915000915527344,65.86000061035156,18.553333282470703,41.47800064086914,235.74000549316406
2017-04-03,35.92499923706055,65.55000305175781,19.90133285522461,41.9275016784668,235.3300018310547
2017-04-04,36.192501068115234,65.7300033569336,20.246667861938477,41.72850036621094,235.47999572753906
2017-04-05,36.005001068115234,65.55999755859375,19.666667938232422,41.570499420166016,234.77999877929688
2017-04-06,35.915000915527344,65.7300033569336,19.913333892822266,41.39400100708008,235.44000244140625
2017-04-07,35.834999084472656,65.68000030517578,20.16933250427246,41.23350143432617,235.1999969482422
2017-04-10,35.79249954223633,65.52999877929688,20.826000213623047,41.23649978637695,235.33999633789062
2017-04-11,35.407501220703125,65.4800033569336,20.58066749572754,41.16749954223633,235.05999755859375
2017-04-12,35.45000076293945,65.2300033569336,19.78933334350586,41.215999603271484,234.02999877929688
2017-04-13,35.26250076293945,64.94999694824219,20.266666412353516,41.178001403808594,232.50999450683594
2017-04-17,35.45750045776367,65.4800033569336,20.09600067138672,41.85850143432617,234.57000732421875
2017-04-18,35.29999923706055,65.38999938964844,20.016666412353516,41.840999603271484,233.8699951171875
2017-04-19,35.16999816894531,65.04000091552734,20.368000030517578,41.910499572753906,233.44000244140625
2017-04-20,35.61000061035156,65.5,20.167333602905273,42.08250045776367,235.33999633789062
2017-04-21,35.567501068115234,66.4000015258789,20.373332977294922,42.15950012207031,234.58999633789062
2017-04-24,35.90999984741211,67.52999877929688,20.53533363342285,43.13800048828125,237.1699981689453
2017-04-25,36.13249969482422,67.91999816894531,20.91933250427246,43.6150016784668,238.5500030517578
2017-04-26,35.91999816894531,67.83000183105469,20.67799949645996,43.58649826049805,238.39999389648438
2017-04-27,35.9474983215332,68.2699966430664,20.575332641601562,43.712501525878906,238.60000610351562
2017-04-28,35.912498474121094,68.45999908447266,20.937999725341797,45.29800033569336,238.0800018310547
2017-05-01,36.64500045776367,69.41000366210938,21.52199935913086,45.628501892089844,238.67999267578125
2017-05-02,36.877498626708984,69.30000305175781,21.25933265686035,45.821998596191406,238.77000427246094
2017-05-03,36.76499938964844,69.08000183105469,20.73466682434082,46.35200119018555,238.47999572753906
2017-05-04,36.63249969482422,68.80999755859375,19.69733238220215,46.58300018310547,238.75999450683594
2017-05-05,37.2400016784668,69.0,20.55666732788086,46.35649871826172,239.6999969482422
2017-05-08,38.252498626708984,68.94000244140625,20.479333877563477,46.71500015258789,239.66000366210938
2017-05-09,38.497501373291016,69.04000091552734,21.417333602905273,46.60850143432617,239.44000244140625
2017-05-10,38.314998626708984,69.30999755859375,21.681333541870117,46.43899917602539,239.8699951171875
2017-05-11,38.48749923706055,68.45999908447266,21.540000915527344,46.529998779296875,239.3800048828125
2017-05-12,39.025001525878906,68.37999725341797,21.65399932861328,46.611000061035156,238.97999572753906
2017-05-15,38.92499923706055,68.43000030517578,21.058666229248047,46.854000091552734,240.3000030517578
2017-05-16,38.86750030517578,69.41000366210938,21.134000778198242,47.150001525878906,240.0800018310547
